OBJECTID,NAME,GeoNew,SqMi,Zip_Code,Median_Inc,Median_I_1,Percent_Re,RSO,Occupied_H,RSO_per_Oc,Per_who_Pa,Population,High_Chang,Current_Ra,Future_Rai,Housing_Pr,Affordable,Eligible,F7indicato,F2000_est,Difference,Percent_Di,Exclusion_,SHAPE_Length,SHAPE_Area
546,2151.01,A06037215101,0.137066902401,90036,50977,7191,97.09423,937,1579,0.593414,29.557292,2409,0.6419,0,0.599526,0,0,Eligible,0.397179399315,2574,-165,-6.41025641, ,0.0330926347153411,3.46685865750398e-05
547,2164.01,A06037216401,0.15739989517,90035,54144,16460,80.074797,1678,2153,0.779378,31.36612,4850,0,0,0.482061,0,0,Eligible,0.2551560872,4257,593,13.92999765, ,0.0258919359937096,3.98081268221056e-05
548,2164.02,A06037216402,0.0871511508155,90035,63194,27587,80.54619,980,1411,0.694543,35.473251,3018,0,0,0.548843,0,0,Eligible,0.278337078049,2517,501,19.90464839, ,0.0194959077789009,2.20426486887662e-05
549,2187.01,A06037218701,0.212320367196,90016,50255,7268,52.363028,476,808,0.589109,31.601732,2398,0,0,0,0,0,Eligible,0.126181788925,2477,-79,-3.189341946, ,0.0334515469369716,5.36857728959128e-05
550,2187.02,A06037218702,0.138869528248,90018,34167,13565,67.074894,418,804,0.5199,34.641638,2156,0,0,0,0.667963,0,Eligible,0.267232698866,2084,72,3.454894434, ,0.0323734548093691,3.51116884855832e-05
551,2199.02,A06037219902,0.309028193172,90016,39840,4491,52.642328,395,1148,0.344077,26.676829,3917,0,0.994556,0,0,0,Eligible,0.200457564568,4061,-144,-3.541701246, ,0.0406457840681152,7.81315858161431e-05
552,2213.04,A06037221304,0.0877416803018,90019,27807,3528,95.694665,639,1120,0.570536,32.706767,3903,0,0,0,0,0.338454,Eligible,0.236642930719,3439,464,13.49229427, ,0.0193653740846409,2.21877983239766e-05
553,2214.01,A06037221401,0.209387077931,90018,20775,2581,81.191548,759,1299,0.584296,36.00713,3159,0,0,0,0,0.273934,Eligible,0.20947538812,3228,-69,-2.137546468, ,0.0293571842410544,5.29417910104699e-05
554,1221.22,A06037122122,0.398686693212,91352,28355,6867,72.90059,67,603,0.111111,42.887931,2238,0,0,0,0,0.570913,Eligible,0.239247750834,2880,-642,-22.29659025, ,0.0474202765138589,0.000101029512286401
555,1278.05,A06037127805,0.237243790097,91405,42199,8224,74.801902,616,1181,0.521592,43.575419,4710,0,0,0,0,0,Eligible,0.193570449591,3448,1262,36.60092807, ,0.0421900187395764,6.00989702366908e-05
556,1831.03,A06037183103,0.253322870469,90042,50000,11791,86.068335,858,1358,0.631811,24.377682,4156,0.869792,0,0,0,0.378326,Eligible,0.330090722962,4006,150,3.749734372, ,0.059302603876707,6.41135145997895e-05
557,1863.01,A06037186301,0.448842234404,90065,38281,5396,69.84907,401,881,0.455165,33.101045,2849,0.719726,0,0,0,0,Eligible,0.276624930708,3340,-491,-14.70065347, ,0.0561087330937826,0.000113606474369079
558,2220.02,A06037222002,0.253168209269,90018,38125,7306,61.345124,686,1204,0.569767,24.856322,4312,0,1,0,0,0,Eligible,0.201504567612,4273,39,0.9127077, ,0.0328781665034537,6.40022370681485e-05
559,2260.01,A06037226001,0.399526944138,90021,35865,9135,82.092457,358,439,0.81549,22.752809,2056,0.832398,1,0,0,0,Eligible,0.32808335167,2215,-159,-7.178329571, ,0.0593082246053046,0.000101005654959882
560,2260.02,A06037226002,0.991644126981,90021,25889,6666,87.733333,181,824,0.21966,24.193548,1503,0.879851,0.931385,0,0.861269,0.271858,Eligible,0.524008951698,2017,-514,-25.48339118, ,0.0649438639524103,0.000250725069681832
561,2214.02,A06037221402,0.205527305681,90018,28542,16907,78.141,665,925,0.718919,34.366577,2782,0,0,0,0,0,Eligible,0.187124464278,2712,70,2.581120944, ,0.0411393088582007,5.19687989854329e-05
562,2071.01,A06037207101,0.115900554023,90012,22903,8071,96.971589,208,1354,0.153619,29.353612,3204,0.891084,0.88173,0.717954,0.880944,0.344663,Eligible,0.679102476404,1997,1207,60.44066099, ,0.0232471021035572,2.93140920324458e-05
563,2071.02,A06037207102,0.160248076346,90012,17313,4160,97.655584,137,902,0.151885,17.081448,2350,0.891084,0.92419,0.744055,0.798204,0.500485,Eligible,0.658135582921,1572,778,49.49109415, ,0.0297653347846295,4.05297346814491e-05
564,2073.01,A06037207301,0.16605759678,90014,21823,9577,81.468927,1216,3356,0.362336,26.005646,4425,1,1,0.9,0.609737,0.943713,Eligible,0.704684024988,2265,2160,95.36423841, ,0.0366800514614493,4.19926315565676e-05
565,2075.02,A06037207502,0.161534781455,90071,17371,5399,100,352,1811,0.194368,9.000552,2391,0.926005,0.99969,0.898122,0,0,Eligible,0.527310368443,1471,920,62.58508556, ,0.0280433622473445,4.08519564045437e-05
566,2117.03,A06037211703,0.0710837483012,90020,32072,2787,88.839645,1601,2031,0.788282,32.713964,4977,0.834893,0.873736,0,0,0,Eligible,0.398791313101,5138,-161,-3.133514986, ,0.0173071479217741,1.79801043091336e-05
567,2127.01,A06037212701,0.181319358801,90019,52862,9665,54.950707,338,773,0.437257,33.715596,2491,0,0,0,0,0,Eligible,0.138464552794,2670,-179,-6.70411985, ,0.0323715202676472,4.58562837291678e-05
568,5354,A06037535400,0.0753536536702,90002,27610,4871,57.727797,0,715,0,42.696629,3489,0,0.782361,0,0,0,Eligible,0.226002910067,3045,444,14.58128079, ,0.0590480475835419,1.90325438824761e-05
569,2215,A06037221500,0.146997374555,90018,24247,6738,78.646535,972,1233,0.788321,42.601788,3732,0,0,0,0.641084,0.359593,Eligible,0.335371752291,3555,177,4.978902954, ,0.0259509699950401,3.7167363677419e-05
570,2217.10,A06037221710,0.126625114115,90007,28036,8415,81.86989,533,881,0.604994,37.917223,2825,0.860052,0,0,0.628334,0.406579,Eligible,0.454345073597,3047,-222,-7.285854939, ,0.0247623005073817,3.20163887533685e-05
571,2221,A06037222100,0.184919082558,90018,35859,11373,62.86003,772,1116,0.691756,26.683938,3974,0,0.750322,0,0,0,Eligible,0.198890562646,3738,236,6.313536651, ,0.0331708255961827,4.67515413115088e-05
572,2222,A06037222200,0.186050940564,90018,32928,6580,73.689344,897,1185,0.756962,31.663113,4122,0,0,0,0,0.235862,Eligible,0.18629601294,3878,244,6.291903043, ,0.0333102921694463,4.70397445089192e-05
573,2225,A06037222500,0.251918748305,90018,30184,10631,73.022599,804,1337,0.601346,49.844881,4992,0,0.999597,0,0,0.405599,Eligible,0.324486735293,4437,555,12.50845166, ,0.0320589391183055,6.36863443864455e-05
574,2240.10,A06037224010,0.32061982345,90015,17372,2455,99.480397,667,1046,0.637667,24.444444,2159,0.932439,0.969499,0,0,0,Eligible,0.405616565059,2171,-12,-0.552740673, ,0.0428668415539281,8.10688235494929e-05
575,2240.20,A06037224020,0.475812095408,90007,22042,4236,94.512923,553,843,0.655991,40.050378,2527,0.909321,1,0,0.800964,0,Eligible,0.553908297458,3115,-588,-18.87640449, ,0.0457634859916923,0.00012030021449362
576,2343,A06037234300,0.336021093238,90008,25227,11531,80.272896,1903,2230,0.853363,50.107527,4324,0,0,0.9,0,0,Eligible,0.361148967016,4262,62,1.454716096, ,0.0374276311967926,8.49330704237307e-05
577,2346,A06037234600,0.503427270187,90043,30489,16347,43.287176,438,1619,0.270537,51.964512,5060,0,0,0.872672,0,0,Eligible,0.302422965566,4813,247,5.131934344, ,0.0559191174600834,0.000127223664266352
578,2347,A06037234700,0.286487546647,90043,32799,8521,56.857923,730,1407,0.518834,40.427808,3680,0,0,0.9,0,0,Eligible,0.296454838031,3968,-288,-7.258064516, ,0.047525461501919,7.23953998886443e-05
579,2351,A06037235100,0.456107652256,90043,61635,4574,26.235243,294,1732,0.169746,35.258964,4602,0,0,0.716112,0,0,Eligible,0.2134667748,4667,-65,-1.39275766, ,0.0568276353440497,0.000115255658954708
580,2377.20,A06037237720,0.125572997817,90044,22857,8799,81.393841,648,782,0.828645,49.074074,3099,0,0,0,0,0.222712,Eligible,0.23907027658,2806,293,10.44191019, ,0.0276274589210538,3.17254601524755e-05
581,2378,A06037237800,0.375605101707,90044,35568,4842,35.258359,221,1182,0.186971,52.12528,4331,0,0,0,0,0,Eligible,0.14428843478,4217,114,2.703343609, ,0.0404574178622387,9.48968742632805e-05
582,2380,A06037238000,0.642169666393,90047,51197,11602,48.104391,397,2017,0.196827,53.309693,5720,0,0,0,0,0,Eligible,0.164310663827,5963,-243,-4.075129968, ,0.0639157289467804,0.000162198384722737
583,2381,A06037238100,0.379352123202,90047,50536,10254,37.360825,756,1718,0.440047,27.358491,4889,0,0,0,0,0,Eligible,0.101258255995,4585,304,6.630316249, ,0.0408045063439911,9.58350882383893e-05
584,2382,A06037238200,0.396378219778,90044,30054,7765,63.75931,1120,2106,0.531814,57.006152,5113,0,0,0,0,0.249386,Eligible,0.224059337761,5243,-130,-2.479496471, ,0.0425060681795734,0.000100136187093908
585,2383.10,A06037238310,0.153313867351,90044,25133,3113,87.605269,1149,1316,0.8731,36.589546,4705,0,0,0,0,0.330197,Eligible,0.228651613623,4547,158,3.474818562, ,0.0292133945106799,3.87325590019228e-05
586,2383.20,A06037238320,0.180809192002,90044,27083,7830,83.021978,849,1004,0.845618,44.575472,3705,0,0,0,0,0,Eligible,0.211340979821,3768,-63,-1.659892904, ,0.0302149016126742,4.567662501402e-05
587,2384,A06037238400,0.502283224267,90047,43793,11246,35.008271,241,1694,0.142267,57.163531,4886,0,0,0,0,0,Eligible,0.163941725404,4160,726,17.45192308, ,0.0494905250941783,0.000126879888864584
588,2393.20,A06037239320,0.134008835248,90003,33477,8385,63.828633,456,869,0.524741,53.79538,3688,0,0,0,0,0,Eligible,0.20978787803,2992,696,23.26203209, ,0.0242211017276066,3.38605631103068e-05
589,2111.20,A06037211120,0.218946358007,90020,40843,4474,90.739684,798,2533,0.315041,27.245509,5303,0.805369,1,0,0.792902,0,Eligible,0.513992789291,5116,187,3.655199375, ,0.0319256868915126,5.53795749800086e-05
590,2113.10,A06037211310,0.0555777848807,90004,30967,4952,96.684957,1168,1325,0.881509,33.071485,4401,0.864469,0.808369,0,0,0,Eligible,0.406816621477,4197,204,4.860614725, ,0.0150058512382076,1.40586194709431e-05
591,2114.10,A06037211410,0.10455245272,90004,32321,5163,86.656783,936,1133,0.826125,29.282297,2784,0.864469,0,0,0,0,Eligible,0.322296552993,3470,-686,-19.76945245, ,0.021830276948247,2.64474987100132e-05
592,2115,A06037211500,0.35097582431,90004,45363,5218,65.767806,1067,1832,0.582424,35.107228,4859,0.864469,0,0,0,0,Eligible,0.305015156405,4631,228,4.923342691, ,0.0404259680982667,8.87823714679294e-05
593,2117.01,A06037211701,0.251548638205,90020,52115,18021,64.492754,771,1148,0.671603,19.543147,3041,0.807314,0.846387,0,0,0,Eligible,0.315529504311,2877,164,5.700382343, ,0.0318912789204439,6.36259610994351e-05
594,2119.10,A06037211910,0.0532679795829,90020,37262,4319,97.49082,1630,1654,0.98549,32.685069,4927,0.834136,0.870609,0,0.754466,0,Eligible,0.526062774523,4954,-27,-0.54501413, ,0.0146831193855353,1.34737468353911e-05
595,2122.02,A06037212202,0.079719643822,90005,29658,3435,96.450027,914,1179,0.775233,28.963685,3684,0.757808,0.827566,0,0.716048,0,Eligible,0.490234479901,4111,-427,-10.38676721, ,0.0202930992805404,2.0161865406017e-05
596,2122.04,A06037212204,0.0823103990895,90005,26726,4676,97.804008,881,1202,0.732945,27.787307,3643,0.725878,0.957949,0,0,0,Eligible,0.386266173828,3397,246,7.241683839, ,0.0187479797391251,2.08179883208941e-05
597,2123.04,A06037212304,0.0794121726203,90005,29418,5107,99.524815,738,803,0.919054,29.286608,1894,0.72119,0.987101,0,0,0,Eligible,0.381861325284,2285,-391,-17.11159737, ,0.0191910472812791,2.00849570314674e-05
598,2123.06,A06037212306,0.0625177272894,90005,30921,4398,96.716233,736,1152,0.638889,34.751131,3263,0.664456,0.823324,0,0,0,Eligible,0.374385156904,3666,-403,-10.9929078, ,0.0162541665556663,1.58113013100435e-05
599,2124.20,A06037212420,0.0553875267396,90005,25964,3621,95.77122,833,1242,0.670692,36.97479,3335,0.663097,0.859794,0,0,0,Eligible,0.385495843095,3778,-443,-11.72578084, ,0.0150700871829672,1.40080007610149e-05
600,2126.10,A06037212610,0.137897212235,90005,31549,2936,81.065847,1355,1793,0.755717,37.933379,3904,0.722858,0.990534,0,0,0,Eligible,0.388755146451,4144,-240,-5.791505792, ,0.0263364436560585,3.48769973368935e-05
601,2126.20,A06037212620,0.111435386462,90005,35511,3562,91.576674,1290,1796,0.718263,35.014837,4686,0.66934,0.873451,0,0,0.355825,Eligible,0.414713383398,4999,-313,-6.26125225, ,0.0247993960401563,2.8183090604683e-05
602,2128,A06037212800,0.301648611297,90019,41368,8459,65.747423,936,1390,0.673381,44.262295,3881,0,0,0,0,0,Eligible,0.18259905878,4914,-1033,-21.02157102, ,0.0358819196565795,7.62858018134395e-05
603,2129,A06037212900,0.144254721922,90019,32987,6515,87.572565,1278,1516,0.843008,32.732516,4701,0,0,0,0,0.324844,Eligible,0.219110314776,4407,294,6.671204901, ,0.0277539367284402,3.64803523180273e-05
604,2131,A06037213100,0.207351986888,90019,40583,5882,66.992253,454,949,0.478398,29.223744,3068,0,0,0,0,0,Eligible,0.14748663528,2643,425,16.08021188, ,0.0318942614938755,5.24377438548364e-05
605,2242,A06037224200,0.142160910797,90015,30163,8964,84.357542,438,695,0.630216,25.796178,2559,0.932439,0.796713,0,0,0.394403,Eligible,0.407388641401,2732,-173,-6.332357247, ,0.0261977721875329,3.59470905167077e-05
606,2243.20,A06037224320,0.112267407914,90015,20188,4110,89.804293,848,984,0.861789,34.456522,3183,0.932439,0,0,0,0.314767,Eligible,0.367631697059,3293,-110,-3.340419071, ,0.0248389204995031,2.83884958629066e-05
607,2244.20,A06037224420,0.138483789708,90007,18324,4309,86.279419,538,703,0.765292,39.123631,2254,0.881252,0.981153,0,0,0,Eligible,0.417662837188,2313,-59,-2.550799827, ,0.0265337470279937,3.5013517032488e-05
608,2246,A06037224600,0.277580267837,90007,26645,6790,81.153482,589,768,0.766927,41.526718,3366,0.778915,0.979969,0,0.636815,0,Eligible,0.499661756932,3609,-243,-6.733167082, ,0.0340278527751587,7.01740615513341e-05
609,2352.01,A06037235201,0.251977262543,90043,41917,14775,45.778311,226,903,0.250277,44.282238,2536,0,0,0.675248,0,0,Eligible,0.248499989798,2719,-183,-6.730415594, ,0.0322230408462709,6.36649677460741e-05
610,2352.02,A06037235202,0.327415162906,90043,22053,5045,64.528482,1127,1807,0.623686,53.502235,4190,0,0,0.899741,0,0.314135,Eligible,0.375174954913,4730,-540,-11.41649049, ,0.0392199213701506,8.27237554837018e-05
611,2361,A06037236100,0.435499705133,90008,21328,7190,76.592179,2061,2758,0.747281,38.122521,5394,0,0.851184,0.891574,0.608924,0,Eligible,0.488375994126,5172,222,4.292343387, ,0.0450216113058786,0.000110084369009405
612,2362.02,A06037236202,0.170644633415,90008,23517,3712,99.806126,2394,2294,1.043592,38.616462,5158,0,0.886825,0,0.72487,0.359557,Eligible,0.433297146978,6021,-863,-14.33316725, ,0.027770724046154,4.3137312889516e-05
613,2698,A06037269800,0.180342914487,90034,47813,6901,73.568784,835,1624,0.514163,30.989181,3534,0,0.887503,0.965648,0,0,Eligible,0.390830165851,3507,27,0.769888794, ,0.0372775550421427,4.55971952274563e-05
614,2264.10,A06037226410,0.10906803154,90011,35893,6518,82.601304,596,825,0.722424,33.282675,3529,0.862898,0.906404,0,0,0,Eligible,0.389193313706,3990,-461,-11.55388471, ,0.0213597475173409,2.7573731252447e-05
615,2270.20,A06037227020,0.169932826898,90011,32099,4740,79.480444,451,691,0.652677,40.445269,3437,0.739594,0.835502,0,0,0.315226,Eligible,0.396319068539,3545,-108,-3.046544429, ,0.027909869883079,4.29567308533254e-05
616,2281,A06037228100,0.3872544856,90011,37200,13095,53.197457,636,988,0.643725,33.216169,5348,0,0.965532,0,0,0,Eligible,0.201131478154,4929,419,8.500710083, ,0.0454695615373109,9.7885500669106e-05
617,2282.10,A06037228210,0.158702275926,90011,26538,4575,64.305876,506,926,0.546436,47.877013,3897,0,0,0,0,0,Eligible,0.198045201074,3404,493,14.48296122, ,0.0276574647725088,4.01152117850107e-05
618,2282.20,A06037228220,0.141397995457,90011,29029,2596,69.873856,548,916,0.598253,38.863287,4080,0,0.872814,0,0,0,Eligible,0.249371685738,3904,176,4.508196721, ,0.0280174960333211,3.57393621211472e-05
619,2283.10,A06037228310,0.210936590281,90011,31629,3002,68.64507,654,905,0.722652,36.10675,4234,0,0,0,0,0,Eligible,0.17573684525,4774,-540,-11.31126938, ,0.0347462288712449,5.33191355219689e-05
620,2283.20,A06037228320,0.130132882902,90011,26193,3859,62.720097,478,692,0.690751,52.527473,3300,0,0,0,0,0.39334,Eligible,0.233834728224,3112,188,6.041131105, ,0.032764791598903,3.28927326040085e-05
621,2284.20,A06037228420,0.107102708473,90011,28038,2701,75.372001,556,722,0.770083,45.068027,3293,0,0,0,0,0,Eligible,0.205321670554,2830,463,16.36042403, ,0.0234001615780686,2.7071693893565e-05
622,2287.10,A06037228710,0.15629210502,90011,26844,4058,68.238762,587,968,0.606405,45.092025,4071,0,0,0,0,0,Eligible,0.191108594823,4031,40,0.992309601, ,0.0268897553881349,3.95007932850689e-05
623,2287.20,A06037228720,0.15604635141,90011,35286,8441,68.916024,698,986,0.707911,44.915254,4671,0,0.871302,0,0,0.217889,Eligible,0.282043440883,4157,514,12.36468607, ,0.0268564812984514,3.94386588068307e-05
624,2288,A06037228800,0.326061556349,90058,24727,4500,69.56067,587,1184,0.495777,51.914414,5736,0,1,0,0,0,Eligible,0.291349190586,5354,382,7.134852447, ,0.0369614329056586,8.24076278743133e-05
625,2289,A06037228900,0.198850052859,90058,18622,5045,70.074813,135,741,0.182186,33.726813,3208,0,0.976084,0,0,0,Eligible,0.241186469287,3068,140,4.563233377, ,0.0297208201052325,5.02523224149762e-05
626,2291,A06037229100,0.183383014637,90011,42646,9792,59.509868,544,945,0.575661,40.106952,4611,0,0.872173,0,0,0,Eligible,0.230344917923,4094,517,12.62823644, ,0.0280434130870297,4.6343634245789e-05
627,2377.10,A06037237710,0.166908221218,90044,25945,7501,67.865566,845,963,0.877466,47.978437,3392,0,0,0,0,0,Eligible,0.192640822378,3349,43,1.283965363, ,0.0294385475170404,4.21704328547719e-05
628,2393.30,A06037239330,0.378210894417,90001,38661,7913,61.377341,384,690,0.556522,43.652561,3151,0,0,0,0,0,Eligible,0.175684907586,2654,497,18.72645064, ,0.041296723965679,9.55637003172177e-05
629,2407,A06037240700,0.461010005257,90002,29000,10980,44.004065,324,1666,0.194478,50.773196,5917,0,0,0,0,0,Eligible,0.171438890114,5240,677,12.91984733, ,0.0448389289491318,0.00011644094680047
630,2408,A06037240800,0.246516191334,90002,34750,6880,56.603393,403,1000,0.403,54.07279,5124,0,0,0,0,0,Eligible,0.196161573582,3817,1307,34.24155096, ,0.0421562374604337,6.22591151856816e-05
631,2409,A06037240900,0.413304159455,90059,32424,3089,52.698887,467,1335,0.349813,42.44898,6038,0,0.87576,0,0,0.296247,Eligible,0.246417758139,4678,1360,29.0722531, ,0.0441559156360563,0.000104375835526273
632,2411.10,A06037241110,0.187899174204,90061,28494,5537,58.738333,301,759,0.396574,52.765957,3107,0,0.820952,0,0,0,Eligible,0.25459327149,2598,509,19.59199384, ,0.030383415582811,4.74531921646665e-05
633,2411.20,A06037241120,0.256265665676,90061,22639,4273,70.90535,671,1118,0.600179,54.467564,4914,0,0.915071,0,0,0.399753,Eligible,0.320729417906,4167,747,17.92656587, ,0.0338897858287819,6.47188316481444e-05
634,2414,A06037241400,0.22117276735,90061,32674,6727,73.270915,383,851,0.450059,52.640264,3331,0,0.982936,0,0,0,Eligible,0.288277501185,2901,430,14.83737366, ,0.0338330166830548,5.58489719507344e-05
635,2292,A06037229200,0.172079010592,90011,22969,6382,62.25232,878,1135,0.773568,43.533931,3992,0,0,0,0,0.229509,Eligible,0.192692831299,4313,-321,-7.442615349, ,0.0274517801037397,4.34901252716227e-05
636,2293,A06037229300,0.194185444213,90011,28686,7751,83.996613,1000,1203,0.831255,48.063555,5950,0,0,0,0,0,Eligible,0.228960278188,4961,989,19.93549688, ,0.0291516039571462,4.90770002392075e-05
637,2294.10,A06037229410,0.209435389615,90011,28854,5613,73.702532,561,729,0.769547,53.903346,3261,0,0,0,0,0,Eligible,0.224687263971,3274,-13,-0.397067807, ,0.0295944402838063,5.29274849684343e-05
638,2294.20,A06037229420,0.225547616457,90011,27386,9398,59.496567,550,998,0.551102,50.488599,4807,0,0,0,0,0,Eligible,0.195272196017,4450,357,8.02247191, ,0.0305446837303373,5.69994807823899e-05
639,2311,A06037231100,0.345200829416,90007,21827,6371,82.861401,518,632,0.81962,32.169118,2854,0,0.962828,0,0,0,Eligible,0.250294166039,3198,-344,-10.74842345, ,0.0392782008950664,8.7261597112092e-05
640,2312.10,A06037231210,0.123816394509,90037,25485,4106,71.629214,933,1152,0.809896,56.512605,3561,0,0.876009,0,0,0,Eligible,0.294694565259,3523,38,1.078626171, ,0.0232100586706222,3.12986558112564e-05
641,2312.20,A06037231220,0.372661114218,90037,23323,3027,94.301383,829,1180,0.702542,40.196078,4243,0,0.997492,0,0,0.245582,Eligible,0.319078913664,3518,725,20.60830017, ,0.0406077029585139,9.4202293947391e-05
642,2313,A06037231300,0.253846466161,90062,21913,7861,70.875123,1067,1539,0.693307,57.832346,5117,0,0.997034,0,0,0,Eligible,0.304251716076,4561,556,12.19030914, ,0.0321693514846866,6.41680096141565e-05
643,2314,A06037231400,0.239784279501,90062,34797,5591,54.962136,988,1345,0.734572,48.050314,5023,0,0.997062,0,0,0.297824,Eligible,0.274567665894,4243,780,18.38321942, ,0.0311771837074967,6.0613353712312e-05
644,2316,A06037231600,0.368602055421,90037,29505,6761,63.86037,1443,1937,0.744966,42.200557,6982,0,0,0,0,0.296694,Eligible,0.207112522097,6364,618,9.710873664, ,0.0403357863305141,9.3168147837684e-05
645,2317.10,A06037231710,0.125015689365,90037,22309,6301,90.360098,1102,1161,0.949182,49.710425,4486,0,0,0,0,0,Eligible,0.24098227433,4324,162,3.74653099, ,0.0232806807188004,3.15990729496655e-05
646,2400.10,A06037240010,0.22705199394,90002,26604,6564,68.725257,517,994,0.520121,41.284404,3791,0,0,0,0,0,Eligible,0.182027759926,3536,255,7.211538462, ,0.0388019039444196,5.73560992950888e-05
647,2402,A06037240200,0.288356663834,90003,26088,3926,68.326367,687,1321,0.520061,53.861585,5545,0,0,0,0,0.285986,Eligible,0.24031541572,4839,706,14.59063879, ,0.0339403122633,7.28404145070598e-05
648,2403,A06037240300,0.314096742618,90044,28651,5444,62.535098,1054,1433,0.73552,47.383721,5048,0,0,0,0,0.333927,Eligible,0.212521664832,5124,-76,-1.49211577, ,0.0366773233139495,7.93428852077815e-05
649,2405,A06037240500,0.313731288341,90003,30371,3485,61.975392,707,1486,0.475774,48.797595,5937,0,0,0,0,0,Eligible,0.195268354321,4653,1284,27.59509994, ,0.0364750298371321,7.92414663145319e-05
650,2702,A06037270200,0.294956312601,90034,53269,10789,60.4053,789,1226,0.643556,18.483412,3983,0,0.946372,0,0,0.239549,Eligible,0.203803044879,3921,62,1.581229278, ,0.0457400116169048,7.45766765583813e-05
651,2703,A06037270300,0.377042749284,90034,57115,17387,42.290013,352,944,0.372881,35,2415,0,0,0,0,0,Eligible,0.121455934919,2360,55,2.330508475, ,0.0418562934717896,9.5338811909948e-05
652,2711,A06037271100,0.310571013998,90064,64844,26498,38.584288,206,951,0.216614,26.405868,2486,0,0,0.996903,0,0,Eligible,0.259310872374,2373,113,4.761904762, ,0.0452321417512936,7.85252494936257e-05
653,2713,A06037271300,0.564653099431,90064,69704,17761,35.088116,495,1959,0.25268,30.942895,4455,0,0,0.856112,0,0,Eligible,0.238576480325,4442,13,0.297510482, ,0.059998366117795,0.000142754265595136
654,2318,A06037231800,0.200874783112,90037,22009,6696,85.495716,1046,1246,0.839486,49.236641,4902,0,0,0,0,0,Eligible,0.2317338898,5130,-228,-4.444444444, ,0.02851993968523,5.07734127428965e-05
655,2319,A06037231900,0.219635130088,90037,27083,4243,74.755556,970,1353,0.716925,47.902439,5675,0,0,0,0,0,Eligible,0.208337814819,5249,426,8.115831587, ,0.0299796659309926,5.55101534901574e-05
656,2321.10,A06037232110,0.146733362154,90037,23580,5244,74.37522,585,821,0.712546,50.157233,2845,0,0,0,0,0,Eligible,0.211135967533,2951,-106,-3.592002711, ,0.025618816449289,3.70850341816025e-05
657,2322,A06037232200,0.201917541762,90037,30338,7768,58.36271,478,846,0.565012,55.841584,2640,0,0,0,0,0,Eligible,0.196201958298,3010,-370,-12.2923588, ,0.0342162180864313,5.10334581400579e-05
658,2427,A06037242700,0.391994843193,90059,30392,5422,59.807487,333,1128,0.295213,50.800582,4701,0,1,0,0,0.301012,Eligible,0.293311888739,4739,-38,-0.801856932, ,0.0418785366455909,9.89965830144708e-05
659,2430,A06037243000,0.276981601581,90002,37433,4666,42.59434,245,1191,0.205709,49.913345,6372,0,0.88055,0,0,0,Eligible,0.234070813537,5483,889,16.2137516, ,0.033539545791613,6.99532106165376e-05
660,2421,A06037242100,0.106482402784,90002,11600,1580,100,0,707,0,38.896747,2818,0,0.81225,0,0,0,Eligible,0.296991609887,2649,169,6.379765949, ,0.0326159509721548,2.68945187424931e-05
661,2422,A06037242200,0.314003218167,90002,29136,5299,63.131142,644,1454,0.442916,38.291139,5934,0,0.96553,0,0,0.484409,Eligible,0.278495457245,5550,384,6.918918919, ,0.0385935636784029,7.93118533010426e-05
662,2431,A06037243100,0.234380968254,90059,24144,2614,63.862243,195,1313,0.148515,39.277899,6535,0,0.960082,0,0,0,Eligible,0.245229606805,4778,1757,36.77270825, ,0.0321977642579231,5.91892648244976e-05
663,2197,A06037219700,0.421813350802,90016,53219,16645,46.921034,692,1408,0.491477,45.753425,4163,0,1,0,0,0,Eligible,0.231603060903,3946,217,5.505130297, ,0.0499964987669444,0.000106644143193987
664,2218.20,A06037221820,0.0788664886689,90007,18571,7988,93.910467,652,1036,0.629344,49.651047,3238,0.811503,0,0,0,0.21679,Eligible,0.389107041641,3234,4,0.123685838, ,0.0176366421023961,1.99399280196411e-05
665,2420,A06037242000,0.247868291916,90002,26750,8962,62.467998,280,1005,0.278607,36.900959,3907,0,0.91115,0,0,0,Eligible,0.233346847886,3194,713,22.32310582, ,0.0317459752052532,6.26002476720242e-05
666,2718.02,A06037271802,0.221227781086,90034,52472,5205,84.644535,1582,2720,0.581618,28.450823,6690,0,0,0,0,0,Eligible,0.184590555445,5972,718,12.02277294, ,0.030683820667587,5.5926226813275e-05
667,2723.02,A06037272302,0.19366139057,90066,49352,4092,87.728269,1322,1945,0.679692,28.053204,4107,0,0,0,0,0,Eligible,0.192347863205,4422,-315,-7.123473541, ,0.0320930883276869,4.89469786820648e-05
668,2321.20,A06037232120,0.201500103136,90037,28295,3673,72.814983,966,1292,0.747678,34.011628,5294,0,0,0,0,0,Eligible,0.173637853428,4219,1075,25.47997156, ,0.02888913153201,5.09266812910328e-05
669,2948.30,A06037294830,0.342085368247,90744,30417,3465,75.369979,440,963,0.456906,36.30137,3793,0,0,0,0,0,Eligible,0.189374229067,3274,519,15.8521686, ,0.0415688858110078,8.62224429605057e-05
670,1896,A06037189600,0.416762066813,90068,57259,12801,52.01455,1033,2123,0.486576,31.347962,3609,0.809218,0.876678,0,0,0,Eligible,0.326446397704,3511,98,2.79122757, ,0.0610246820763106,0.000105472759017109
