OBJECTID,NAME,GeoNew,SqMi,Zip_Code,Median_Inc,Median_I_1,Percent_Re,RSO,Occupied_H,RSO_per_Oc,Per_who_Pa,Population,High_Chang,Current_Ra,Future_Rai,Housing_Pr,Affordable,Eligible,F7indicato,F2000_est,Difference,Percent_Di,Exclusion_,SHAPE_Length,SHAPE_Area
282,1323,A06037132300,0.493639736856,91335,33500,7041,56.645345,1282,2352,0.545068,36.282051,7036,0,0,0,0,0,Eligible,0.157677614493,5684,1352,23.78606615, ,0.0492852642485391,0.000125057653382118
283,1327,A06037132700,0.510146609759,91335,45161,12832,65.255199,481,1446,0.332642,27.345538,5295,0,0,0,0,0,Eligible,0.146171406273,4844,451,9.310487201, ,0.0488281588830192,0.000129227857395042
284,1331,A06037133100,0.586854318843,91335,50362,14759,52.952617,713,1975,0.361013,37.881508,5879,0,0,0,0,0,Eligible,0.161184529227,4981,898,18.02850833, ,0.0523753274371843,0.000148649769104375
285,1341.03,A06037134103,0.405586692618,91306,56393,10260,41.709482,125,1291,0.096824,29.925651,4420,0,0,0,0,0,Eligible,0.10775709864,3986,434,10.88810838, ,0.0530983848072864,0.000102773573164277
286,1413.03,A06037141303,0.101446573911,91403,55625,12981,79.969605,1180,1729,0.682475,26.288275,3290,0,0,0,0,0,Eligible,0.167269946492,2797,493,17.62602789, ,0.0209605875933168,2.56871901116173e-05
287,1899.05,A06037189905,0.0997528022655,90046,60938,7933,80.991064,847,1470,0.57619,25.264874,2492,0.830846,0,0,0,0,Eligible,0.290718487837,2569,-77,-2.997275204, ,0.0208462873451821,2.52418518820733e-05
288,2410.02,A06037241002,0.273044681951,90059,46667,4205,65.174794,332,954,0.348008,39.114391,4491,0,0.994434,0,0,0.255325,Eligible,0.257931615952,3317,1174,35.3934278, ,0.0410711872361149,6.89470031984151e-05
289,2969.01,A06037296901,0.238389574409,90731,40761,6322,92.576749,1073,1456,0.736951,25.331255,3974,0,0,0,0,0,Eligible,0.174062101351,4469,-495,-11.07630342, ,0.0355552978424381,6.00550177469529e-05
290,1239.02,A06037123902,0.25651599496,91607,55052,16257,59.897678,404,1075,0.375814,24.643875,2541,0.836402,0,0,0,0,Eligible,0.255442493027,2369,172,7.260447446, ,0.0349761209465895,6.49684437552447e-05
291,1345.22,A06037134522,0.237555425464,91303,36136,8339,79.251012,529,1268,0.417192,30.360721,3959,0,0,0,0,0,Eligible,0.16901147904,3320,639,19.24698795, ,0.0310319749010093,6.01870094000589e-05
292,1920.01,A06037192001,0.204916729896,90046,51228,7276,78.916741,933,1227,0.760391,28.666667,2509,0.854899,0,0,0,0,Eligible,0.297949481574,2648,-139,-5.249244713, ,0.0347909150297188,5.18434011716823e-05
293,2111.22,A06037211122,0.141138794318,90004,32100,10365,99.344262,1242,1232,1.008117,29.190515,2845,0.864469,0.993224,0,0,0,Eligible,0.405170097002,3289,-444,-13.49954393, ,0.0243708054414984,3.57023793521177e-05
294,1048.22,A06037104822,0.233705055985,91331,42684,10280,54.533214,63,541,0.116451,51.4377,2228,0,0,0,0,0,Eligible,0.164679744083,2272,-44,-1.941278064, ,0.0416594711099475,5.92406200580316e-05
295,2696.02,A06037269602,0.112197775083,90034,54722,13394,86.783125,1023,1102,0.928312,31.317495,3152,0,0,0,0,0,Eligible,0.191226932779,3196,-44,-1.376720901, ,0.0218547979408185,2.83714533713981e-05
296,1254.01,A06037125401,0.15357684134,91601,57284,13300,90.934685,737,2125,0.346824,16.801211,3564,0.881666,0.875359,0,0,0,Eligible,0.366678583817,4137,-573,-13.85061639, ,0.0305709240514588,3.8890599124484e-05
297,1276.05,A06037127605,0.250417058272,91406,36605,4186,85.055249,591,1034,0.571567,30.128957,3620,0,0,0,0,0,Eligible,0.166883331488,3684,-64,-1.737242128, ,0.0319930202147708,6.34347029690502e-05
298,1171.02,A06037117102,0.401031785137,91343,65536,16743,16.648045,15,812,0.018473,20,2692,0,0,0,0,0,Eligible,0.0369966717762,2444,248,10.14729951, ,0.0426568782559393,0.000101656271021979
299,1193.41,A06037119341,0.126009825137,91402,45500,4421,58.758986,322,746,0.431635,16.704289,2643,0,0,0,0,0.410519,Eligible,0.143813355449,2647,-4,-0.151114469, ,0.0260073129329122,3.1938203968068e-05
300,1201.06,A06037120106,0.0796429371017,91402,30321,5693,87.778283,778,1146,0.678883,40.612648,4499,0,0,0,0,0,Eligible,0.216297221938,4288,211,4.920708955, ,0.0187701014578833,2.0182774804481e-05
301,1221.21,A06037122121,0.159047802161,91352,42353,8562,57.60353,119,716,0.166201,43.697479,2950,0,0,0,0,0.313225,Eligible,0.192671371089,2757,193,7.000362713, ,0.0380870134881175,4.03008485311719e-05
302,1242.04,A06037124204,0.125225543537,91601,35110,5751,89.670611,705,1037,0.679846,38.638743,3227,0.881666,0.873721,0,0,0,Eligible,0.412205223348,3315,-88,-2.654600302, ,0.024727037297877,3.17154459984854e-05
303,1349.03,A06037134903,0.21862842034,91303,56464,8704,99.711982,722,2238,0.322609,22.635589,5208,0,0,0,0,0,Eligible,0.197609569449,2632,2576,97.87234043, ,0.0318555498896507,5.53829624041086e-05
304,1395.03,A06037139503,0.135795182858,91316,45718,11060,64.161959,1824,2625,0.694857,33.43465,5310,0,0,0,0,0,Eligible,0.156617241237,4764,546,11.46965739, ,0.0239750502421935,3.43898395179264e-05
305,1395.04,A06037139504,0.111603675484,91316,41750,9489,70.60962,1253,1773,0.706712,41.596639,3576,0,0,0,0,0,Eligible,0.185193376581,3223,353,10.93972983, ,0.0234195217293341,2.82631198390815e-05
306,1021.05,A06037102105,0.190242056275,91505,46429,25516,50.053191,124,572,0.216783,30.258303,1880,0,0,0,0,0,Eligible,0.103399803414,1852,28,1.538659265, ,0.0301571450010828,4.82026405818908e-05
307,1048.21,A06037104821,0.205313770019,91331,48000,11070,64.528875,112,746,0.150134,26.708074,3290,0,0,0,0,0,Eligible,0.136107567119,3334,-44,-1.319736053, ,0.0341553457176056,5.20445343129582e-05
308,1064.08,A06037106408,0.0884458176854,91342,42143,4985,85.424993,432,934,0.462527,28.157895,3769,0,0,0,0,0,Eligible,0.181875556821,3246,523,16.11213802, ,0.0191459957540672,2.24376835630143e-05
309,1151.04,A06037115104,0.393865198663,91325,40683,7512,75.73909,374,1899,0.196946,41.734973,4332,0,0,0,0,0,Eligible,0.200478294248,3676,656,17.84548422, ,0.0583480489662564,9.98288800014997e-05
310,1192.01,A06037119201,0.367605500084,91331,55559,5847,27.424582,0,877,0,28.215768,4019,0,0,0,0,0,Eligible,0.0810332606112,3825,194,5.071895425, ,0.0390620459073281,9.31832541568875e-05
311,1255.01,A06037125501,0.179178929879,91601,52113,9186,76.583675,762,1538,0.495449,28.679563,3173,0.881666,0.773897,0,0,0,Eligible,0.363641940292,3031,142,4.684922468, ,0.028295075120623,4.53737194891536e-05
312,1345.20,A06037134520,0.373426102957,91303,37519,8315,82.109557,786,1771,0.443817,29.273356,5175,0,0,0,0.652803,0,Eligible,0.284550090806,5401,-226,-4.184410294, ,0.0405711064026496,9.46029324675488e-05
313,1349.01,A06037134901,0.410025210629,91335,54801,12329,39.877102,263,1107,0.237579,28.883495,3096,0,0,0,0,0.264798,Eligible,0.130547939858,2962,134,4.52397029, ,0.0473148693348042,0.000103862383436819
314,1347.10,A06037134710,0.220306873513,91306,31838,6311,84.312724,998,1649,0.605215,37.023186,5881,0,0,0,0,0,Eligible,0.202750766658,5229,652,12.46892331, ,0.0298846855548993,5.5816892871171e-05
315,2083.01,A06037208301,0.0358886067077,90026,35680,6915,96.588392,350,535,0.654206,37.8,2263,0.907053,0,0,0.695286,0,Eligible,0.451350851366,2397,-134,-5.590321235, ,0.0155282242257952,9.07718074459886e-06
316,2199.01,A06037219901,0.202661804213,90016,26350,6031,69.80124,808,1370,0.589781,45.719844,4686,0,0.884543,0,0,0,Eligible,0.260466442462,5021,-335,-6.671977694, ,0.0301634602492214,5.12387894218708e-05
317,1899.04,A06037189904,0.0616208614404,90046,44122,4736,99.651163,731,1575,0.464127,29.980904,2586,0.888467,0.815008,0,0,0,Eligible,0.409115551938,2496,90,3.605769231, ,0.0160052012579244,1.55926221660198e-05
318,1902.01,A06037190201,0.0875873705155,90028,31986,5656,99.711459,1218,1426,0.854137,27.343199,2809,0.900092,0.95686,0,0,0,Eligible,0.402447178143,3068,-259,-8.441981747, ,0.0215140338567937,2.21641944605104e-05
319,1881,A06037188100,0.81540412773,90039,56149,9573,68.672144,1281,1704,0.751761,27.123928,3786,0.882895,0,0,0,0,Eligible,0.285649640598,4348,-562,-12.92548298, ,0.0743746376215001,0.000206421771956869
320,1895,A06037189500,0.228661605231,90068,49401,8605,85.929058,2346,2685,0.873743,34.257679,4275,0.870121,0.876678,0,0,0,Eligible,0.400662772302,4473,-198,-4.426559356, ,0.039242639558467,5.78668780339489e-05
321,1899.02,A06037189902,0.136789021413,90046,62031,11789,95.258537,1890,3163,0.597534,24.147069,5125,0.84424,0.797481,0,0,0,Eligible,0.388338257471,5593,-468,-8.36760236, ,0.0267459163198046,3.46118321525237e-05
322,1901,A06037190100,0.231675794038,90028,41335,12167,94.192872,2225,2729,0.815317,27.307545,4788,0.900092,0.995801,0,0,0,Eligible,0.410938094503,4872,-84,-1.724137931, ,0.0325206516797252,5.86234045787292e-05
323,1991.20,A06037199120,0.371371656161,90031,26694,3022,76.416501,627,1055,0.594313,41.490683,4349,0,0,0,0,0,Eligible,0.197238757197,3564,785,22.01832475, ,0.0492856279280195,9.39389207110084e-05
324,1992.01,A06037199201,0.152581408214,90031,34439,4680,84.216617,813,1212,0.670792,21.803766,4321,0.707586,0.828402,0,0,0,Eligible,0.331503883353,4444,-123,-2.767776778, ,0.0273529205478451,3.85985208628826e-05
325,1992.02,A06037199202,0.368374693308,90031,38605,5065,60.088041,470,804,0.584577,45.95186,2735,0,0.785464,0,0,0,Eligible,0.239644514812,3164,-429,-13.55878635, ,0.0551012237647277,9.31934236552096e-05
326,1993,A06037199300,1.00056469162,90031,54063,24510,41.50388,454,1237,0.367017,34.674329,3772,0.751555,0.91949,0,0,0,Eligible,0.307231087877,4028,-256,-6.35551142, ,0.0951273772037508,0.000253162651659321
327,1994,A06037199400,0.269148622741,90031,34803,9167,61.479265,827,1284,0.644081,36.861768,4717,0.689409,0.978176,0,0,0.207058,Eligible,0.35940746096,4956,-239,-4.82243745, ,0.0497209529874108,6.80972559448755e-05
328,1997,A06037199700,0.374738735942,90031,30369,2676,83.489852,524,1046,0.500956,38.245219,3320,0.829313,0,0,0,0,Eligible,0.333684994135,3298,22,0.667070952, ,0.0416175885664642,9.47878318824596e-05
329,1998,A06037199800,0.251448788322,90031,31689,8376,70.009852,1095,1508,0.726127,38.782925,5083,0.703544,0,0,0.610804,0,Eligible,0.38755999187,5697,-614,-10.77760225, ,0.0330633407239841,6.36047677089334e-05
330,1999,A06037199900,0.171046380405,90031,24813,5654,78.903826,547,773,0.707633,46.325879,2901,0.7131,0,0,0,0,Eligible,0.323579900145,2572,329,12.77700119, ,0.0311520503558332,4.32638367375268e-05
331,2011.10,A06037201110,0.391372085497,90032,48713,5636,34.279337,189,757,0.24967,33.217993,3151,0.781694,0,0,0,0,Eligible,0.222302090702,2701,450,16.66049611, ,0.0485589378402828,9.9027490489796e-05
332,1271.04,A06037127104,0.27327451287,91405,40227,8521,62.326944,322,1192,0.270134,33.764368,3756,0,0,0,0,0,Eligible,0.145034938718,4015,-259,-6.450809465, ,0.0339897970583771,6.92372419342057e-05
333,1278.04,A06037127804,0.246378877956,91405,40605,7980,66.971081,834,1455,0.573196,22.304833,3952,0,0,0,0,0,Eligible,0.136691263805,3879,73,1.881928332, ,0.0317610144983371,6.24169652766217e-05
334,1281.02,A06037128102,0.250491046331,91405,34184,7499,79.891775,766,1392,0.550287,41.545454,4626,0,0,0,0,0,Eligible,0.205704523919,4657,-31,-0.665664591, ,0.0319990126510937,6.34534596362343e-05
335,1340.01,A06037134001,0.2252835139,91303,37188,14156,61.861784,307,921,0.333333,48.4375,3878,0,0,0,0,0,Eligible,0.190482281796,3675,203,5.523809524, ,0.0348384143033922,5.70758032190154e-05
336,2088.02,A06037208802,0.0816573707017,90057,28773,7121,98.339422,1016,1324,0.767372,28.549383,3011,0.823856,0.828329,0,0,0,Eligible,0.382455785686,2887,124,4.295116037, ,0.0229607515202306,2.06533837000397e-05
337,2119.21,A06037211921,0.0357777200127,90020,36863,6021,97.337006,968,983,0.984741,16.477858,2178,0.834787,0.895684,0,0,0,Eligible,0.370991584643,2625,-447,-17.02857143, ,0.0122460876877518,9.04971448304812e-06
338,2151.02,A06037215102,0.0994949181766,90036,49799,14380,99.598642,1347,2047,0.658036,26.40118,3240,0.74748,0,0.6,0,0,Eligible,0.411015330588,3056,184,6.020942408, ,0.0235724241668423,2.51658423919092e-05
339,2170.02,A06037217002,0.297812896716,90035,58002,13473,72.146862,1407,2321,0.606204,26.243568,5582,0,0,0,0,0,Eligible,0.155467949764,4910,672,13.68635438, ,0.034614181515078,7.53136282780337e-05
340,2213.03,A06037221303,0.0903344846533,90006,27788,12099,87.813915,450,735,0.612245,41.979011,2568,0,0,0,0,0,Eligible,0.213386755338,2630,-62,-2.357414449, ,0.0199541829303763,2.28434669271248e-05
341,2011.20,A06037201120,0.305580437555,90032,35405,6387,56.720126,495,1314,0.376712,41.451991,4427,0.653887,0,0,0,0,Eligible,0.267053679174,4332,95,2.189643486, ,0.0427700501952543,7.7320089813311e-05
342,2015.01,A06037201501,0.340326096713,90032,53516,6609,48.530238,514,1556,0.330334,29.886507,5369,0,0,0,0,0,Eligible,0.128730940001,5744,-375,-6.528551532, ,0.0430718266481643,8.61029929648725e-05
343,2015.03,A06037201503,0.169634845171,90032,37058,5297,69.811321,553,891,0.620651,25.825826,3291,0.724691,0,0,0,0.351087,Eligible,0.289107486568,3403,-112,-3.291213635, ,0.0281375260107219,4.29171449395418e-05
344,2015.04,A06037201504,0.142214723554,90032,43902,5988,51.172941,296,541,0.547135,30.833333,1833,0.674038,0,0,0,0,Eligible,0.219597329909,2422,-589,-24.31874484, ,0.0294745442469933,3.59780725295458e-05
345,2017,A06037201700,0.653066686161,90032,41694,8245,53.755556,459,1341,0.342282,30.344828,5837,0,0,0,0,0,Eligible,0.132135173254,5211,626,12.01304932, ,0.0659346381933572,0.000165188897627345
346,2031,A06037203100,0.253831780376,90033,21261,2635,82.857143,469,1192,0.393456,38.284519,4450,0,0,0,0,0,Eligible,0.206196915399,4902,-452,-9.225774076, ,0.0354532977133685,6.4198589258594e-05
347,2033,A06037203300,0.576005631349,90033,31953,9358,77.6365,253,466,0.542918,26.329114,2104,0,0,0,0,0.2564,Eligible,0.16675272085,2116,-12,-0.56710775, ,0.0479242798014312,0.00014568338445361
348,2035,A06037203500,0.639995198552,90033,35026,7769,80.676605,657,939,0.699681,33.377309,3537,0.804026,0.990322,0,0,0,Eligible,0.38582400577,3544,-7,-0.211592041, ,0.0556959230578664,0.00016186026270867
349,2036,A06037203600,0.213668854875,90033,28324,4771,77.791986,936,1315,0.711787,41.59292,4701,0,0.87601,0,0,0.309197,Eligible,0.288426215238,6220,-1519,-24.42122186, ,0.0324663467448847,5.40356906699402e-05
350,2037.10,A06037203710,0.108908231454,90033,26939,6585,69.47952,642,818,0.784841,38.831615,3247,0,0,0,0,0,Eligible,0.173909072419,3473,-226,-6.507342355, ,0.0235183617665388,2.75418231895115e-05
351,2037.20,A06037203720,0.123953911583,90033,28050,6532,82.675777,858,1038,0.82659,38.823529,4537,0,0.875764,0,0,0,Eligible,0.262169072052,4344,193,4.442909761, ,0.024494774288769,3.13455772324814e-05
352,1892.01,A06037189201,0.125750520788,90027,39615,6462,90.837467,1533,1938,0.791022,33.957072,3427,0.879619,0.859224,0,0,0,Eligible,0.415951461901,3905,-478,-12.24071703, ,0.0247971839978957,3.18215656035513e-05
353,2118.03,A06037211803,0.0538712005141,90020,32108,9689,95.476317,1352,1627,0.830977,41.180203,3769,0.833399,0.874788,0,0,0,Eligible,0.42648160215,3815,-46,-1.20576671, ,0.0147661434240687,1.36263216346073e-05
354,2119.22,A06037211922,0.0358659814323,90020,36778,4686,98.641154,1106,1316,0.840426,23.529412,3606,0.832378,0.850234,0,0.813642,0,Eligible,0.513318490094,3755,-149,-3.96804261, ,0.0122570786929537,9.07204085304312e-06
355,2125.01,A06037212501,0.0307320453964,90005,34971,7255,96.927508,695,920,0.755435,20.604703,2083,0.664434,0.84766,0,0,0,Eligible,0.344498882135,2855,-772,-27.04028021, ,0.0112631020505347,7.77240731699319e-06
356,2412.01,A06037241201,0.187616103871,90044,35065,4712,48.785792,260,837,0.310633,50.694444,2807,0,0,0,0,0,Eligible,0.171411201652,2506,301,12.01117318, ,0.0319225274611257,4.73838256730025e-05
357,2699.06,A06037269906,0.0803074330218,90034,61656,14237,88.780311,810,1503,0.538922,32.563338,2763,0,0,0.917696,0,0,Eligible,0.338689701685,2559,204,7.971864009, ,0.02261637890996,2.03029006030459e-05
358,2039,A06037203900,0.17228028729,90063,36779,7941,56.515581,395,661,0.597579,47.466667,2877,0,0.994116,0,0,0,Eligible,0.254336361568,3076,-199,-6.469440832, ,0.0363878575576952,4.3559313757356e-05
359,2041.10,A06037204110,0.233123284617,90063,37202,5143,64.104154,579,785,0.73758,28.871893,3226,0,0.881622,0,0,0,Eligible,0.210090328545,3117,109,3.496952198, ,0.0309321071028642,5.89467496959207e-05
360,2041.20,A06037204120,0.101699777105,90063,39211,3855,61.850768,465,674,0.689911,27.373068,2740,0,0.8609,0,0,0.324489,Eligible,0.222235257505,2769,-29,-1.047309498, ,0.0214317716381845,2.57139369425479e-05
361,2043,A06037204300,0.248447438701,90033,28314,6038,77.264583,828,1266,0.654028,34.533074,5127,0,0.991793,0,0,0.288211,Eligible,0.283687311056,4995,132,2.642642643, ,0.0331222972916758,6.28214719451497e-05
362,2046,A06037204600,0.224894114765,90023,38474,2913,69.98116,809,1066,0.758912,31.604938,4815,0.791716,0.881389,0,0,0,Eligible,0.352949396919,4083,732,17.92799412, ,0.035665866147613,5.68647934404973e-05
363,2047,A06037204700,0.390373736485,90023,42121,14226,61.617217,764,1180,0.647458,30.853994,4790,0,0.757992,0,0,0,Eligible,0.205109476554,4965,-175,-3.524672709, ,0.0401099738016491,9.86992661874605e-05
364,2048.10,A06037204810,0.297188150478,90023,38811,4263,69.451288,670,1130,0.59292,30.34965,4465,0,0.827361,0,0,0,Eligible,0.222989862153,4451,14,0.314536059, ,0.037184657665225,7.51367301315515e-05
365,2048.20,A06037204820,0.123607816172,90023,43958,8790,46.188525,305,539,0.565863,37.5,2445,0,0,0,0,0,Eligible,0.131937388527,2187,258,11.79698217, ,0.025928164191437,3.12494168154451e-05
366,2049.10,A06037204910,0.200131637208,90023,36898,5988,71.900826,579,745,0.777181,40.489642,2921,0,0.804288,0,0,0.236534,Eligible,0.267578375197,3223,-302,-9.370152032, ,0.0286849635706842,5.0596142496575e-05
367,1413.02,A06037141302,0.492373548927,91403,67429,11913,68.742194,805,2916,0.276063,39.373814,5605,0,0,0,0,0,Eligible,0.186653297225,5325,280,5.258215962, ,0.0509462349253659,0.000124671523835606
368,1042.03,A06037104203,0.273318906694,91331,43750,14144,60.786749,131,1032,0.126938,26.273885,4830,0,0,0,0,0,Eligible,0.132855028807,4848,-18,-0.371287129, ,0.0336039579390057,6.93097510179028e-05
369,1021.07,A06037102107,4.98895258549,91352,53409,11855,34.743626,224,1256,0.178344,37.592138,3793,0,0,0,0,0,Eligible,0.113223162261,3566,227,6.359087809, ,0.198263462017849,0.00126454324046402
370,2038,A06037203800,0.18817868836,90063,45938,9206,68.247802,699,1047,0.667622,33.235294,4891,0,0.791928,0,0,0,Eligible,0.219840396445,4898,-7,-0.142915476, ,0.028113559415775,4.75857455347888e-05
371,2077.10,A06037207710,0.425169295001,90017,57969,14499,85.10713,1082,1952,0.554303,19.036288,2933,0.937353,1,0.728739,0,0,Eligible,0.494431807764,1235,1698,137.4898785, ,0.052826645796562,0.000107517227311593
372,2080,A06037208000,0.374966014829,90026,38899,7015,92.883508,884,2307,0.383182,32.319041,6773,0.907053,0.759335,0.781235,0.653591,0,Eligible,0.625620930826,4652,2121,45.59329321, ,0.04289867978088,9.48396327109247e-05
373,2086.10,A06037208610,0.135186286648,90057,39247,3398,77.217087,993,1359,0.730684,29.582577,4092,0.906776,0.772752,0,0,0,Eligible,0.371396632531,4354,-262,-6.017455214, ,0.0244522583786533,3.4196426150015e-05
374,2086.20,A06037208620,0.125221398521,90057,33917,4053,86.737167,1490,1678,0.887962,32.480315,4561,0.89913,0,0,0,0.288213,Eligible,0.363037390899,4734,-173,-3.654414871, ,0.0244836298095576,3.16748073915608e-05
375,2089.03,A06037208903,0.0615006680682,90057,26667,6381,99.403341,757,1150,0.658261,25.964912,3788,0.898575,0.988243,0,0,0,Eligible,0.410810563576,4125,-337,-8.16969697, ,0.0207862196768525,1.55547507286103e-05
376,2091.02,A06037209102,0.117701103299,90017,17388,1829,96.164158,1486,1792,0.829241,43.289786,4880,0.937353,0.86464,0,0,0.237124,Eligible,0.467356825537,4677,203,4.340389138, ,0.0250720028597384,2.97673441156534e-05
377,2092,A06037209200,0.158764101447,90017,30368,11040,94.841991,673,1335,0.50412,27.083333,2755,0.937353,0.890546,0.766554,0,0,Eligible,0.522066403986,1467,1288,87.79822768, ,0.0265889884345355,4.01519489864347e-05
378,2093,A06037209300,0.118268219272,90017,23050,4690,98.514116,862,1886,0.457052,33.172562,4728,0.937353,0.877438,0,0,0,Eligible,0.423786084203,3100,1628,52.51612903, ,0.0248077553301967,2.99091760895431e-05
379,2095.10,A06037209510,0.0704572792207,90006,28176,3217,95.965865,741,947,0.782471,28.648649,2647,0.850189,0.847426,0,0,0,Eligible,0.39882463097,2681,-34,-1.268183514, ,0.0174624044143149,1.78186185021275e-05
380,2100.10,A06037210010,0.157904961072,90015,24049,5588,86.900316,539,1237,0.435732,27.281192,3490,0.932439,0.80228,0,0.665701,0.693663,Eligible,0.542337253462,3607,-117,-3.24369282, ,0.0271777504782108,3.99311592575023e-05
381,1903.01,A06037190301,0.155734131545,90028,30737,6675,99.609644,2369,2442,0.970106,36,4942,0.900092,0.967128,0,0,0.293571,Eligible,0.461028690217,5676,-734,-12.931642, ,0.0387920900684904,3.94091029958753e-05
382,1905.10,A06037190510,0.122927724207,90028,28601,4773,96.323224,918,1719,0.534031,38.466077,4873,0.900092,0.999977,0,0,0,Eligible,0.443218454745,4188,685,16.36653633, ,0.0249847745806351,3.11059128421538e-05
383,1905.20,A06037190520,0.0941909287882,90027,25655,2816,88.629118,1445,1584,0.912247,33.615819,3785,0.879619,0.970608,0,0,0,Eligible,0.40940892763,4326,-541,-12.50577901, ,0.0203726881599969,2.38342616700061e-05
384,1907,A06037190700,0.248065366009,90028,26571,7821,92.356892,1161,1762,0.65891,31.521739,3212,0.900092,0.999963,0,0,0,Eligible,0.413105086169,3269,-57,-1.743652493, ,0.0383907993732509,6.27700025704528e-05
385,1909.02,A06037190902,0.188023892068,90028,30700,4379,95.627776,1436,1642,0.874543,27.400768,4337,0.900092,0.850113,0,0,0,Eligible,0.407065710281,4621,-284,-6.145855875, ,0.0276313396616738,4.75747847565154e-05
386,1910,A06037191000,0.250462536585,90028,37500,10317,85.489984,1237,1844,0.670824,29.361979,3751,0.900092,1,0,0,0,Eligible,0.396102246599,3036,715,23.55072464, ,0.0344616814727896,6.33783298750168e-05
387,1911.10,A06037191110,0.105306655162,90027,23781,5293,98.686306,1017,1099,0.925387,44.044321,3639,0.879619,0.874456,0,0,0,Eligible,0.444881362691,3818,-179,-4.688318491, ,0.0235585179559807,2.66459337665103e-05
388,1911.20,A06037191120,0.146583088508,90029,28926,2541,84.600437,1335,1608,0.830224,33.446866,4316,0.88658,0.764962,0,0,0,Eligible,0.393219311073,4768,-452,-9.479865772, ,0.0259316740343532,3.70885585020868e-05
389,1912.01,A06037191201,0.220952749967,90027,26480,6793,88.235294,1409,1660,0.848795,30.521571,4701,0.879619,0.999976,0,0,0.268171,Eligible,0.429234395945,4774,-73,-1.529116045, ,0.0302893186277286,5.59094129073413e-05
390,1914.20,A06037191420,0.0877122775237,90029,40476,9917,89.763582,814,1158,0.702936,38.660287,3981,0.88658,0.887987,0,0,0,Eligible,0.414916920359,3732,249,6.672025723, ,0.0206082252086642,2.21909330680921e-05
391,1915,A06037191500,0.247634363231,90029,38813,8217,85.799478,1380,1706,0.80891,29.249012,5424,0.88658,0.999955,0,0,0,Eligible,0.399631786619,5756,-332,-5.767894371, ,0.0312639096992326,6.2652378961907e-05
392,1916.10,A06037191610,0.161358780561,90029,36414,19832,85.273973,1175,1439,0.816539,38.957816,4424,0.88658,0,0,0,0,Eligible,0.34346229844,4879,-455,-9.325681492, ,0.028469279786516,4.08238957664701e-05
393,1916.20,A06037191620,0.0883571741721,90029,26927,5322,95.756147,707,1148,0.615854,32.795699,3022,0.88658,0,0,0,0,Eligible,0.338141161522,2813,209,7.42979026, ,0.0210262152497663,2.23550566734931e-05
394,1917.10,A06037191710,0.273596374914,90038,20842,5500,94.17103,1209,1199,1.00834,36.705461,2865,0.889855,0,0,0,0.222599,Eligible,0.366623766679,3384,-519,-15.33687943, ,0.0406981241955783,6.92201763274109e-05
395,1918.20,A06037191820,0.156265949893,90038,42150,6710,86.721373,914,1209,0.755997,13.376384,2688,0.889855,0,0,0,0,Eligible,0.286492820677,3302,-614,-18.59479104, ,0.0290482059028976,3.95348980804032e-05
396,2211.10,A06037221110,0.0904363069779,90006,28804,5751,91.567268,887,1074,0.825885,37.573965,3638,0.82963,0,0,0.650106,0,Eligible,0.439903074139,3819,-181,-4.739460592, ,0.0215326574698509,2.28693144639822e-05
397,2123.03,A06037212303,0.0600941671725,90005,28267,6918,100,817,1233,0.662612,29.278183,3314,0.720192,0.945321,0,0,0,Eligible,0.384475705802,3154,160,5.072923272, ,0.0156041578758435,1.51990207409688e-05
398,2012,A06037201200,0.170147072944,90032,40486,7420,69.713401,458,718,0.637883,36.400818,2582,0.804945,0,0,0,0.308763,Eligible,0.316219466051,2655,-73,-2.74952919, ,0.0322823088083081,4.30485501321817e-05
399,1912.03,A06037191203,0.0792293022119,90029,29083,8329,88.813559,1122,1203,0.932668,31.632653,2655,0.88658,0.966673,0,0,0,Eligible,0.405418164071,3313,-658,-19.86115303, ,0.0179065233305621,2.00467171786038e-05
400,2966,A06037296600,0.3251270385,90731,30417,6969,75.457317,1021,1927,0.529839,39.840107,5275,0,0,0,0.609991,0,Eligible,0.287504530714,5200,75,1.442307692, ,0.0366213361794933,8.1915380910983e-05
401,2373,A06037237300,0.385225222468,90047,34717,9100,36.463192,534,1788,0.298658,52.267303,4945,0,0,0,0,0,Eligible,0.163543731351,4906,39,0.794944965, ,0.0413488367806205,9.73359507672536e-05
402,2270.10,A06037227010,0.223630580978,90011,29563,3775,77.076485,639,981,0.651376,49.612403,4563,0.741578,0.970558,0,0,0.258517,Eligible,0.42076504827,4297,266,6.190365371, ,0.0369610982062701,5.65327065966401e-05
403,2193,A06037219300,0.251666334979,90018,26434,3669,81.192116,926,1407,0.658138,44.434389,4234,0,0.995039,0.884151,0,0,Eligible,0.427135443202,3489,745,21.35282316, ,0.0329869191630778,6.3626269381411e-05
404,2044.20,A06037204420,0.116623817795,90033,19583,4149,88.736159,635,833,0.762305,46.174143,2736,0,1,0,0,0.310557,Eligible,0.329239051371,3764,-1028,-27.31137088, ,0.0228261740219066,2.94911260620113e-05
405,2113.20,A06037211320,0.071918949749,90004,29035,3833,96.373228,1296,1133,1.143866,31.616983,3062,0.864469,0.868869,0,0,0,Eligible,0.398590010416,3654,-592,-16.2014231, ,0.0172514180992503,1.81921746499804e-05
